,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Order Date,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
620,621,33,Male,Backpack,Accessories,89,Rhode Island,Black,2/28/2023,3.7,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Every 3 Months
621,622,51,Male,Sunglasses,Accessories,27,Kansas,Red,2/28/2023,4.4,Yes,Store Pickup,Yes,Yes,45,Credit Card,Weekly
622,623,69,Male,Socks,Clothing,63,Georgia,Peach,2/28/2023,4,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Fortnightly
623,624,19,Male,Shoes,Footwear,70,Nevada,White,2/28/2023,4.7,Yes,Standard,Yes,Yes,48,PayPal,Bi-Weekly
624,625,55,Male,Pants,Clothing,87,South Carolina,Pink,2/28/2023,3.4,Yes,Express,Yes,Yes,21,PayPal,Annually
625,626,49,Male,Jewelry,Accessories,79,Delaware,Red,2/28/2023,4,Yes,Next Day Air,Yes,Yes,1,Venmo,Weekly
626,627,31,Male,Sunglasses,Accessories,79,New Hampshire,Indigo,2/28/2023,3.9,Yes,Standard,Yes,Yes,10,Venmo,Annually
627,628,42,Male,Sandals,Footwear,44,Oregon,Black,3/1/2023,4.1,Yes,Express,Yes,Yes,24,PayPal,Monthly
628,629,69,Male,Sweater,Clothing,85,Massachusetts,White,3/1/2023,3.7,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly
629,630,26,Male,Shoes,Footwear,90,Vermont,Beige,3/1/2023,4.7,Yes,Standard,Yes,Yes,11,Debit Card,Annually
630,631,41,Male,Jewelry,Accessories,94,Mississippi,Silver,3/1/2023,4.3,Yes,2-Day Shipping,Yes,Yes,33,Debit Card,Annually
631,632,55,Male,Boots,Footwear,68,Washington,Violet,3/1/2023,4.1,Yes,Store Pickup,Yes,Yes,27,Cash,Fortnightly
632,633,35,Male,Backpack,Accessories,51,Wyoming,Red,3/1/2023,3.9,Yes,Next Day Air,Yes,Yes,19,Venmo,Fortnightly
633,634,66,Male,Sandals,Footwear,33,Minnesota,Orange,3/1/2023,2.9,Yes,Express,Yes,Yes,50,Debit Card,Quarterly
634,635,36,Male,Sneakers,Footwear,60,Ohio,Teal,3/1/2023,3.9,Yes,Standard,Yes,Yes,46,PayPal,Weekly
635,636,27,Male,Hoodie,Clothing,59,South Carolina,Brown,3/1/2023,4.3,Yes,2-Day Shipping,Yes,Yes,28,Cash,Quarterly
636,637,41,Male,Handbag,Accessories,30,Wisconsin,Indigo,3/1/2023,2.8,Yes,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months
637,638,21,Male,Sweater,Clothing,20,Tennessee,Cyan,3/1/2023,3.4,Yes,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly
638,639,53,Male,Sandals,Footwear,20,Maryland,Blue,3/2/2023,2.7,Yes,Express,Yes,Yes,41,PayPal,Monthly
639,640,54,Male,Dress,Clothing,24,Mississippi,Olive,3/2/2023,4,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
640,641,53,Male,Skirt,Clothing,88,Minnesota,Gray,3/2/2023,4.4,Yes,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly
641,642,47,Male,Blouse,Clothing,78,Alaska,Red,3/2/2023,3.9,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months
642,643,64,Male,Skirt,Clothing,25,Arkansas,Red,3/2/2023,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly
643,644,18,Male,Sweater,Clothing,57,Oregon,Green,3/2/2023,3.2,Yes,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months
644,645,68,Male,Backpack,Accessories,93,Louisiana,Blue,3/2/2023,4.3,Yes,Next Day Air,Yes,Yes,37,Cash,Weekly
645,646,62,Male,Hoodie,Clothing,42,Oklahoma,Purple,3/2/2023,4.2,Yes,Express,Yes,Yes,15,Venmo,Bi-Weekly
646,647,51,Male,Boots,Footwear,54,Indiana,Pink,3/2/2023,4.9,Yes,Standard,Yes,Yes,19,Venmo,Bi-Weekly
647,648,54,Male,Blouse,Clothing,70,Mississippi,Charcoal,3/2/2023,3.7,Yes,Express,Yes,Yes,23,Credit Card,Fortnightly
648,649,22,Male,Hoodie,Clothing,31,Michigan,Brown,3/2/2023,4.1,Yes,Store Pickup,Yes,Yes,35,Credit Card,Weekly
649,650,53,Male,Pants,Clothing,93,Delaware,Orange,3/3/2023,4.2,Yes,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months
650,651,34,Male,Gloves,Accessories,40,Florida,Magenta,3/3/2023,3.9,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually
651,652,32,Male,Hat,Accessories,32,Arkansas,Yellow,3/3/2023,2.9,Yes,Next Day Air,Yes,Yes,41,Venmo,Fortnightly
652,653,64,Male,Sunglasses,Accessories,27,Minnesota,Beige,3/3/2023,3.1,Yes,Free Shipping,Yes,Yes,27,Venmo,Weekly
653,654,20,Male,Scarf,Accessories,68,North Dakota,Olive,3/3/2023,3.6,Yes,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly
654,655,24,Male,Handbag,Accessories,59,California,Gray,3/3/2023,4.4,Yes,2-Day Shipping,Yes,Yes,23,Venmo,Annually
655,656,20,Male,Handbag,Accessories,36,Mississippi,Purple,3/3/2023,3.1,Yes,Free Shipping,Yes,Yes,19,Venmo,Monthly
656,657,42,Male,Jeans,Clothing,23,Pennsylvania,Beige,3/3/2023,3.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly
657,658,48,Male,Jacket,Outerwear,80,Arizona,White,3/3/2023,4.3,Yes,Free Shipping,Yes,Yes,6,PayPal,Quarterly
658,659,62,Male,Backpack,Accessories,37,Louisiana,White,3/3/2023,4.9,Yes,Store Pickup,Yes,Yes,20,Venmo,Weekly
659,660,62,Male,Shorts,Clothing,52,Virginia,Gold,3/3/2023,3.6,Yes,2-Day Shipping,Yes,Yes,8,Cash,Weekly
660,661,50,Male,Coat,Outerwear,79,Montana,Olive,3/4/2023,5,Yes,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly
661,662,57,Male,Shirt,Clothing,68,Iowa,Green,3/4/2023,4.1,Yes,Store Pickup,Yes,Yes,39,Credit Card,Quarterly
662,663,24,Male,Gloves,Accessories,98,Illinois,Magenta,3/4/2023,2.8,Yes,Express,Yes,Yes,39,Venmo,Bi-Weekly
663,664,59,Male,Dress,Clothing,83,Alaska,Charcoal,3/4/2023,4.7,Yes,Express,Yes,Yes,23,Credit Card,Monthly
664,665,63,Male,Pants,Clothing,83,Colorado,Indigo,3/4/2023,4.4,Yes,Express,Yes,Yes,41,PayPal,Bi-Weekly
665,666,41,Male,Pants,Clothing,55,New Mexico,Peach,3/4/2023,4.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
666,667,35,Male,Hoodie,Clothing,26,Colorado,Turquoise,3/4/2023,3.1,Yes,Free Shipping,Yes,Yes,30,Debit Card,Quarterly
667,668,34,Male,Sunglasses,Accessories,76,Arizona,Blue,3/4/2023,2.6,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly
668,669,49,Male,T-shirt,Clothing,85,Hawaii,Turquoise,3/4/2023,2.9,Yes,Express,Yes,Yes,35,Bank Transfer,Monthly
669,670,43,Male,Jacket,Outerwear,89,Illinois,Gray,3/5/2023,3.3,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly
670,671,63,Male,Sweater,Clothing,41,Louisiana,Purple,3/5/2023,4.8,Yes,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly
671,672,38,Male,Jacket,Outerwear,30,Iowa,Black,3/5/2023,4.7,Yes,Express,Yes,Yes,45,Cash,Weekly
672,673,59,Male,Socks,Clothing,53,Washington,Peach,3/5/2023,3.3,Yes,2-Day Shipping,Yes,Yes,29,Cash,Quarterly
673,674,35,Male,Shirt,Clothing,66,Oklahoma,Indigo,3/5/2023,4.2,Yes,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly
674,675,48,Male,Jewelry,Accessories,33,Washington,Beige,3/5/2023,4.7,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Annually
675,676,64,Male,Sunglasses,Accessories,86,Arkansas,Yellow,3/5/2023,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually
676,677,28,Male,Pants,Clothing,60,Connecticut,Peach,3/5/2023,2.9,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly
677,678,60,Male,Socks,Clothing,62,Washington,Turquoise,3/5/2023,2.7,Yes,Express,Yes,Yes,41,PayPal,Annually
678,679,27,Male,Blouse,Clothing,74,Maine,Teal,3/6/2023,3.3,Yes,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months
679,680,56,Male,Sandals,Footwear,95,Michigan,Turquoise,3/6/2023,3.4,Yes,Express,Yes,Yes,37,Venmo,Fortnightly
680,681,58,Male,Sneakers,Footwear,25,Tennessee,Magenta,3/6/2023,4.2,Yes,Express,Yes,Yes,3,PayPal,Annually
681,682,30,Male,Shirt,Clothing,59,Louisiana,Purple,3/6/2023,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months
682,683,23,Male,Jacket,Outerwear,29,Missouri,Brown,3/6/2023,4,Yes,Standard,Yes,Yes,49,Credit Card,Bi-Weekly
683,684,33,Male,Sandals,Footwear,36,Michigan,Violet,3/6/2023,2.7,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly
684,685,63,Male,Hat,Accessories,82,Alabama,Yellow,3/6/2023,4.7,Yes,Express,Yes,Yes,42,Debit Card,Monthly
685,686,70,Male,Blouse,Clothing,71,Massachusetts,Magenta,3/6/2023,3.5,Yes,Standard,Yes,Yes,32,Cash,Fortnightly
686,687,70,Male,Sweater,Clothing,35,Indiana,Beige,3/6/2023,3,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly
687,688,19,Male,Gloves,Accessories,38,West Virginia,Turquoise,3/6/2023,3.3,Yes,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly
688,689,25,Male,Scarf,Accessories,59,Michigan,Peach,3/6/2023,4.7,Yes,Store Pickup,Yes,Yes,44,Venmo,Monthly
689,690,19,Male,Hoodie,Clothing,91,Pennsylvania,Orange,3/6/2023,4.7,Yes,Express,Yes,Yes,35,Credit Card,Every 3 Months
690,691,25,Male,Shorts,Clothing,68,Alaska,Red,3/6/2023,4.8,Yes,Standard,Yes,Yes,45,Bank Transfer,Weekly
691,692,60,Male,Backpack,Accessories,21,Massachusetts,Silver,3/7/2023,2.9,Yes,Standard,Yes,Yes,37,PayPal,Bi-Weekly
692,693,35,Male,Sunglasses,Accessories,95,North Dakota,Cyan,3/7/2023,4,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months
693,694,46,Male,Shorts,Clothing,52,Vermont,Turquoise,3/7/2023,3.1,Yes,Free Shipping,Yes,Yes,30,Cash,Every 3 Months
694,695,41,Male,Dress,Clothing,21,Kentucky,Charcoal,3/7/2023,3.5,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months
695,696,30,Male,Shorts,Clothing,67,Nevada,Peach,3/7/2023,3.7,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months
696,697,44,Male,Belt,Accessories,42,Utah,Green,3/7/2023,2.8,Yes,Standard,Yes,Yes,49,Cash,Monthly
697,698,61,Male,Scarf,Accessories,63,North Dakota,Brown,3/7/2023,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly
698,699,55,Male,Boots,Footwear,41,Iowa,Yellow,3/7/2023,3.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly
699,700,50,Male,Handbag,Accessories,46,Connecticut,Charcoal,3/8/2023,2.6,Yes,2-Day Shipping,Yes,Yes,5,PayPal,Weekly
700,701,57,Male,Pants,Clothing,79,Wisconsin,Olive,3/8/2023,4.1,Yes,Standard,Yes,Yes,5,PayPal,Monthly
701,702,51,Male,Boots,Footwear,90,Idaho,Red,3/8/2023,3.3,Yes,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months
702,703,18,Male,Shirt,Clothing,71,Montana,White,3/8/2023,3.4,Yes,Store Pickup,Yes,Yes,1,Cash,Weekly
703,704,63,Male,Dress,Clothing,87,Connecticut,Pink,3/8/2023,3,Yes,Standard,Yes,Yes,21,Venmo,Weekly
704,705,34,Male,Hoodie,Clothing,66,Idaho,Black,3/8/2023,3.2,Yes,Express,Yes,Yes,18,PayPal,Annually
705,706,25,Male,Pants,Clothing,90,Arkansas,Indigo,3/8/2023,4.5,Yes,Free Shipping,Yes,Yes,49,Cash,Quarterly
706,707,46,Male,Jeans,Clothing,47,Iowa,Turquoise,3/8/2023,4.8,Yes,Express,Yes,Yes,27,Debit Card,Weekly
707,708,59,Male,Shirt,Clothing,38,Louisiana,Purple,3/8/2023,3.7,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually
708,709,37,Male,Backpack,Accessories,50,Kentucky,Beige,3/8/2023,3.4,Yes,Store Pickup,Yes,Yes,19,Cash,Fortnightly
709,710,49,Male,Jacket,Outerwear,79,Massachusetts,Charcoal,3/9/2023,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly
710,711,22,Male,Scarf,Accessories,91,Virginia,Turquoise,3/9/2023,4.1,Yes,Standard,Yes,Yes,26,PayPal,Fortnightly
711,712,64,Male,Boots,Footwear,60,New Hampshire,Maroon,3/9/2023,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
712,713,42,Male,Blouse,Clothing,81,New Hampshire,Black,3/9/2023,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly
713,714,37,Male,Hoodie,Clothing,90,Oregon,Lavender,3/9/2023,2.6,Yes,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly
714,715,26,Male,Jacket,Outerwear,70,South Dakota,Magenta,3/9/2023,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
715,716,33,Male,Jeans,Clothing,63,Delaware,Green,3/9/2023,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly
716,717,30,Male,Jewelry,Accessories,29,Missouri,Olive,3/9/2023,3.6,Yes,Express,Yes,Yes,9,Venmo,Bi-Weekly
717,718,21,Male,Socks,Clothing,90,Alaska,Green,3/9/2023,4.2,Yes,Express,Yes,Yes,7,Venmo,Every 3 Months
718,719,22,Male,Shirt,Clothing,22,Florida,Peach,3/9/2023,4.6,Yes,Standard,Yes,Yes,25,Bank Transfer,Annually
719,720,63,Male,Shorts,Clothing,22,Mississippi,Turquoise,3/9/2023,3.3,Yes,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly
720,721,33,Male,Jewelry,Accessories,62,New Mexico,Orange,3/9/2023,3.4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Weekly
721,722,43,Male,Blouse,Clothing,57,California,Silver,3/9/2023,4.4,Yes,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months
722,723,27,Male,Sweater,Clothing,32,Wyoming,Blue,3/9/2023,4.3,Yes,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly
723,724,35,Male,Jewelry,Accessories,53,Missouri,Cyan,3/9/2023,,Yes,Express,Yes,Yes,43,PayPal,Monthly
724,725,37,Male,T-shirt,Clothing,79,New Hampshire,Green,3/10/2023,4.7,Yes,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months
725,726,61,Male,Hat,Accessories,61,Texas,Silver,3/10/2023,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly
726,727,32,Male,Shorts,Clothing,78,North Dakota,Yellow,3/10/2023,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months
727,728,62,Male,Sweater,Clothing,97,Arkansas,Gray,3/10/2023,4.8,Yes,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months
728,729,29,Male,Jeans,Clothing,78,Nebraska,Pink,3/10/2023,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months
729,730,41,Male,Sunglasses,Accessories,56,Minnesota,Beige,3/10/2023,3.2,Yes,Express,Yes,Yes,46,PayPal,Every 3 Months
730,731,48,Male,Boots,Footwear,25,Massachusetts,Indigo,3/10/2023,3.9,Yes,Standard,Yes,Yes,28,Venmo,Fortnightly
731,732,43,Male,Coat,Outerwear,28,Arkansas,Red,3/10/2023,3.5,Yes,Free Shipping,Yes,Yes,30,PayPal,Fortnightly
732,733,34,Male,Shirt,Clothing,57,New Hampshire,Blue,3/10/2023,2.8,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
733,734,45,Male,Dress,Clothing,36,Rhode Island,Cyan,3/10/2023,2.7,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly
734,735,65,Male,Shirt,Clothing,69,New Jersey,Violet,3/10/2023,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months
735,736,61,Male,Sunglasses,Accessories,48,Montana,Orange,3/11/2023,3.6,Yes,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly
736,737,18,Male,Dress,Clothing,58,Colorado,Maroon,3/11/2023,2.9,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months
737,738,47,Male,Sunglasses,Accessories,24,Nebraska,Teal,3/11/2023,3.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Annually
738,739,56,Male,Sunglasses,Accessories,31,Minnesota,Orange,3/11/2023,3.5,Yes,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly
739,740,64,Male,Shorts,Clothing,29,Minnesota,Purple,3/11/2023,3.5,Yes,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly
740,741,26,Male,Jeans,Clothing,69,South Dakota,Orange,3/11/2023,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly
741,742,22,Male,T-shirt,Clothing,79,West Virginia,Yellow,3/11/2023,4.7,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months
742,743,64,Male,Pants,Clothing,39,Nevada,Charcoal,3/11/2023,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly
743,744,21,Male,Sunglasses,Accessories,84,North Carolina,Gray,3/11/2023,4.9,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly
744,745,67,Male,Boots,Footwear,66,Illinois,Charcoal,3/11/2023,4.1,Yes,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly
745,746,46,Male,T-shirt,Clothing,92,Michigan,Orange,3/11/2023,4.7,Yes,Standard,Yes,Yes,4,Venmo,Monthly
746,747,40,Male,Sandals,Footwear,45,Michigan,Red,3/12/2023,2.5,Yes,Free Shipping,Yes,Yes,47,Credit Card,Annually
747,748,51,Male,Shorts,Clothing,74,Oklahoma,Gold,3/12/2023,4.4,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly
748,749,35,Male,Hat,Accessories,39,South Dakota,Brown,3/12/2023,3.9,Yes,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly
749,750,56,Male,Scarf,Accessories,71,Oklahoma,Olive,3/12/2023,3.7,Yes,Standard,Yes,Yes,11,Debit Card,Quarterly
750,751,25,Male,T-shirt,Clothing,95,Maryland,Violet,3/12/2023,3.4,Yes,Free Shipping,Yes,Yes,5,Venmo,Annually
751,752,65,Male,Gloves,Accessories,72,Ohio,Indigo,3/12/2023,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly
752,753,39,Male,Scarf,Accessories,85,Ohio,Yellow,3/12/2023,4.2,Yes,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months
753,754,47,Male,Boots,Footwear,54,Massachusetts,Teal,3/12/2023,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly
754,755,36,Male,Gloves,Accessories,41,North Carolina,Pink,3/12/2023,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly
755,756,66,Male,Coat,Outerwear,24,Florida,Violet,3/12/2023,3.3,Yes,Free Shipping,Yes,Yes,22,PayPal,Weekly
756,757,62,Male,Belt,Accessories,99,Montana,Orange,3/12/2023,4.8,Yes,Standard,Yes,Yes,24,Cash,Fortnightly
757,758,41,Male,Hoodie,Clothing,32,Minnesota,Red,3/12/2023,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly
758,759,66,Male,Shoes,Footwear,71,Massachusetts,Peach,3/12/2023,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months
759,760,51,Male,Dress,Clothing,49,Rhode Island,Green,3/12/2023,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly
760,761,33,Male,Gloves,Accessories,50,Minnesota,Violet,3/12/2023,3.4,Yes,Free Shipping,Yes,Yes,6,Cash,Annually
761,762,57,Male,Jewelry,Accessories,91,Nevada,Yellow,3/12/2023,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly
762,763,45,Male,Belt,Accessories,46,New Mexico,Pink,3/13/2023,3.9,Yes,Standard,Yes,Yes,43,Debit Card,Fortnightly
763,764,61,Male,Sweater,Clothing,50,North Carolina,Brown,3/13/2023,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly
764,765,55,Male,Skirt,Clothing,39,Virginia,Silver,3/13/2023,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly
765,766,54,Male,Sneakers,Footwear,99,Alaska,Pink,3/13/2023,3,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly
766,767,57,Male,Gloves,Accessories,48,Nevada,Cyan,3/13/2023,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Monthly
767,768,27,Male,Coat,Outerwear,77,Pennsylvania,Brown,3/13/2023,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually
768,769,64,Male,Backpack,Accessories,95,Illinois,Red,3/13/2023,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly
769,770,52,Male,Socks,Clothing,100,Delaware,Silver,3/13/2023,4.3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly
770,771,19,Male,Sneakers,Footwear,54,Vermont,Gray,3/13/2023,3.3,Yes,Express,Yes,Yes,8,Credit Card,Annually
771,772,22,Male,Sweater,Clothing,68,Hawaii,Cyan,3/13/2023,2.6,Yes,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly
772,773,18,Male,Jeans,Clothing,22,Illinois,Teal,3/13/2023,3.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly
773,774,29,Male,Hat,Accessories,84,California,Indigo,3/13/2023,2.6,Yes,Express,Yes,Yes,14,Debit Card,Bi-Weekly
774,775,42,Male,Hat,Accessories,46,Nevada,Yellow,3/13/2023,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly
775,776,49,Male,Handbag,Accessories,53,Kentucky,Gold,3/13/2023,,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly
776,777,49,Male,Shirt,Clothing,60,Alabama,Maroon,3/13/2023,,Yes,Standard,Yes,Yes,8,Venmo,Every 3 Months
777,778,55,Male,Socks,Clothing,32,Wyoming,Silver,3/13/2023,2.5,Yes,Express,Yes,Yes,37,Venmo,Weekly
778,779,29,Male,Socks,Clothing,50,Massachusetts,Yellow,3/13/2023,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually
779,780,60,Male,Dress,Clothing,94,Utah,Blue,3/14/2023,4.6,Yes,Express,Yes,Yes,38,Cash,Annually
780,781,34,Male,Shoes,Footwear,26,New York,Turquoise,3/14/2023,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly
781,782,30,Male,Scarf,Accessories,44,Vermont,Indigo,3/14/2023,3,Yes,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly
782,783,28,Male,Hoodie,Clothing,57,Hawaii,Green,3/14/2023,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly
783,784,63,Male,T-shirt,Clothing,65,Louisiana,Purple,3/14/2023,4.5,Yes,Next Day Air,Yes,Yes,38,PayPal,Fortnightly
784,785,31,Male,Jeans,Clothing,72,Alabama,Peach,3/14/2023,3.2,Yes,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months
785,786,46,Male,Shorts,Clothing,62,Louisiana,Purple,3/14/2023,4,Yes,Next Day Air,Yes,Yes,37,PayPal,Fortnightly
786,787,70,Male,Hat,Accessories,21,Indiana,Teal,3/14/2023,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
787,788,53,Male,Handbag,Accessories,85,Michigan,Green,3/14/2023,3.7,Yes,Free Shipping,Yes,Yes,25,Venmo,Weekly
788,789,50,Male,Pants,Clothing,51,Rhode Island,Yellow,3/15/2023,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly
789,790,33,Male,Handbag,Accessories,84,Idaho,Purple,3/15/2023,2.7,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
790,791,22,Male,Sweater,Clothing,37,Louisiana,Indigo,3/15/2023,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly
791,792,50,Male,Scarf,Accessories,44,North Carolina,Magenta,3/15/2023,3.1,Yes,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly
792,793,34,Male,Sneakers,Footwear,45,New Jersey,Violet,3/15/2023,4.2,Yes,Next Day Air,Yes,Yes,45,Venmo,Weekly
793,794,24,Male,Pants,Clothing,35,Alabama,Maroon,3/15/2023,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Monthly
794,795,69,Male,Backpack,Accessories,50,Kentucky,Yellow,3/15/2023,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly
795,796,39,Male,Sandals,Footwear,26,New York,Beige,3/15/2023,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually
796,797,42,Male,Socks,Clothing,78,Arizona,Black,3/15/2023,4,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually
797,798,42,Male,Coat,Outerwear,82,Maryland,Violet,3/15/2023,4,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly
798,799,29,Male,Socks,Clothing,39,Alaska,Violet,3/15/2023,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months
799,800,55,Male,Belt,Accessories,55,Nevada,Brown,3/15/2023,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually
800,801,32,Male,Socks,Clothing,20,Utah,Gold,3/16/2023,,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months
801,802,25,Male,Belt,Accessories,29,New Mexico,Blue,3/16/2023,4.9,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly
802,803,38,Male,Pants,Clothing,41,Delaware,Teal,3/16/2023,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly
803,804,32,Male,Shorts,Clothing,38,Connecticut,Silver,3/16/2023,2.8,Yes,Express,Yes,Yes,30,Venmo,Every 3 Months
804,805,43,Male,Boots,Footwear,47,Mississippi,Maroon,3/16/2023,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly
805,806,41,Male,Dress,Clothing,30,Connecticut,White,3/16/2023,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Monthly
806,807,56,Male,Jeans,Clothing,56,Florida,Charcoal,3/16/2023,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly
807,808,27,Male,T-shirt,Clothing,89,New York,Brown,3/16/2023,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly
